Name,Catches,Run Outs,Dropped Catches,Missed Runouts,Match_Id,Success Rate,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,516210,1,,,,,,,,,,,,,,
Suraj Randiv,1,0,0,0,516210,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,516210,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,516210,1,,,,,,,,,,,,,,
Kosala Kulasekara,1,0,0,0,530427,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,1,0,0,530428,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,530428,1,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,530428,0,,,,,,,,,,,,,,
Thisara Perera,0,1,0,0,530428,1,,,,,,,,,,,,,,
Jeevan Mendis,0,1,0,0,530428,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,1,0,0,530428,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,530429,1,,,,,,,,,,,,,,
Thisara Perera,1,0,1,0,530429,0.5,,,,,,,,,,,,,,
Seekkuge Prasanna,0,1,2,0,530429,0.333333333,,,,,,,,,,,,,,
Lasith Malinga,0,1,0,0,530429,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,530429,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,530430,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,530430,1,,,,,,,,,,,,,,
Jeevan Mendis,1,1,0,0,530430,1,,,,,,,,,,,,,,
Dilhara Fernando,0,1,1,0,530430,0.5,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,530431,1,,,,,,,,,,,,,,
Jeevan Mendis,0,0,1,0,530431,0,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,530431,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,530431,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,0,1,514035,0,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,514035,1,,,,,,,,,,,,,,
Mahela Jayawardene,0,1,0,0,514035,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,514035,1,,,,,,,,,,,,,,
Ajantha Mendis,1,0,0,0,514035,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,514036,1,,,,,,,,,,,,,,
Kumar Sangakkara,0,0,0,1,514036,0,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,1,514036,0.5,,,,,,,,,,,,,,
Nuwan Kulasekara,0,1,0,0,514036,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,1,0,514036,0.5,,,,,,,,,,,,,,
Angelo Mathews,0,1,0,0,514037,1,,,,,,,,,,,,,,
Kumar Sangakkara,0,1,0,0,514037,1,,,,,,,,,,,,,,
Nuwan Kulasekara,0,1,0,0,514037,1,,,,,,,,,,,,,,
Upul Tharanga,1,1,0,0,514038,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,1,514038,0.5,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,514038,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,514039,1,,,,,,,,,,,,,,
Lahiru Thirimanne,0,0,0,1,514039,0,,,,,,,,,,,,,,
Angelo Mathews,2,0,0,0,514039,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,1,1,1,514039,0.333333333,,,,,,,,,,,,,,
Thisara Perera,0,1,0,0,514039,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,518957,1,,,,,,,,,,,,,,
Lasith Malinga,1,1,0,0,518957,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,518957,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,518957,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,1,0,0,518958,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,518958,1,,,,,,,,,,,,,,
Nuwan Kulasekara,2,0,0,0,518958,1,,,,,,,,,,,,,,
Lahiru Thirimanne,2,0,0,0,518958,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,518958,1,,,,,,,,,,,,,,
Nuwan Kulasekara,0,1,0,0,518960,1,,,,,,,,,,,,,,
Thisara Perera,0,0,1,0,518960,0,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,1,0,518960,0.666666667,,,,,,,,,,,,,,
Mahela Jayawardene,1,1,0,1,518960,0.666666667,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,518960,1,,,,,,,,,,,,,,
Angelo Mathews,0,2,0,0,518960,1,,,,,,,,,,,,,,
Farveez Maharoof,2,0,0,0,518961,1,,,,,,,,,,,,,,
Thisara Perera,0,2,0,0,518961,1,,,,,,,,,,,,,,
Nuwan Kulasekara,0,2,0,0,518961,1,,,,,,,,,,,,,,
Lasith Malinga,0,0,1,0,518961,0,,,,,,,,,,,,,,
Angelo Mathews,1,0,1,0,518961,0.5,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,518961,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,518961,1,,,,,,,,,,,,,,
Nuwan Kulasekara,2,0,0,0,518963,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,1,0,518963,0,,,,,,,,,,,,,,
Dinesh Chandimal,0,0,2,0,518963,0,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,518963,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,518963,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,518963,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,518963,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,518963,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,518964,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,1,0,0,518964,1,,,,,,,,,,,,,,
Farveez Maharoof,1,0,0,0,518964,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,518964,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,518966,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,1,0,0,518966,1,,,,,,,,,,,,,,
Angelo Mathews,0,1,0,0,518966,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,518967,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,1,0,0,518967,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,0,0,1,518967,0,,,,,,,,,,,,,,
Tillakaratne Dilshan,3,1,0,0,518967,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,518967,1,,,,,,,,,,,,,,
Rangana Herath,2,0,0,0,518968,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,518968,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,518968,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,1,518968,0.5,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,1,0,518969,0.5,,,,,,,,,,,,,,
Farveez Maharoof,0,1,0,0,518969,1,,,,,,,,,,,,,,
Lasith Malinga,0,0,1,0,518969,0,,,,,,,,,,,,,,
Rangana Herath,0,1,2,0,518969,0.333333333,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,518970,1,,,,,,,,,,,,,,
Rangana Herath,1,0,0,0,518970,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,1,0,0,518970,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,518970,1,,,,,,,,,,,,,,
Farveez Maharoof,1,0,1,0,518970,0.5,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,518970,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,535795,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,535795,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,0,1,0,535795,0,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,535795,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,535796,1,,,,,,,,,,,,,,
Lahiru Thirimanne,0,0,1,0,535796,0,,,,,,,,,,,,,,
Upul Tharanga,2,0,0,0,535796,1,,,,,,,,,,,,,,
Farveez Maharoof,1,0,0,0,535796,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,535799,1,,,,,,,,,,,,,,
Chamara Kapugedera,1,0,0,0,535799,1,,,,,,,,,,,,,,
Sachithra Senanayake,0,0,1,0,535799,0,,,,,,,,,,,,,,
Kumar Sangakkara,1,2,0,0,562439,1,,,,,,,,,,,,,,
Angelo Mathews,0,1,0,0,562439,1,,,,,,,,,,,,,,
Thisara Perera,0,0,0,1,562439,0,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,562440,1,,,,,,,,,,,,,,
Kumar Sangakkara,4,0,1,0,562440,0.8,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,562440,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,562441,1,,,,,,,,,,,,,,
Nuwan Kulasekara,2,0,0,0,562442,1,,,,,,,,,,,,,,
Kumar Sangakkara,3,0,0,0,562442,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,562442,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,562442,1,,,,,,,,,,,,,,
Thisara Perera,0,1,0,0,562442,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,562442,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,562443,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,1,0,0,562443,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,562443,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,562443,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,1,0,562443,0.5,,,,,,,,,,,,,,
Thisara Perera,0,1,1,0,564781,0.5,,,,,,,,,,,,,,
Sachithra Senanayake,2,0,0,0,564781,1,,,,,,,,,,,,,,
Lasith Malinga,0,0,0,1,564781,0,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,1,1,564781,0,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,1,0,564781,0.5,,,,,,,,,,,,,,
Kumar Sangakkara,4,1,0,0,564782,1,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,564782,0,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,564782,1,,,,,,,,,,,,,,
Isuru Udana,0,1,0,0,564782,1,,,,,,,,,,,,,,
Isuru Udana,0,1,0,0,564783,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,1,0,564783,0.5,,,,,,,,,,,,,,
Angelo Mathews,0,0,0,1,564783,0,,,,,,,,,,,,,,
Rangana Herath,1,0,0,0,564783,1,,,,,,,,,,,,,,
Nuwan Pradeep,0,0,1,0,564784,0,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,0,1,564784,0,,,,,,,,,,,,,,
Mahela Jayawardene,0,0,1,0,564784,0,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,564784,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,564785,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,564785,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,564785,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,564785,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,582188,1,,,,,,,,,,,,,,
Upul Tharanga,0,0,1,0,582188,0,,,,,,,,,,,,,,
Jeevan Mendis,0,0,0,1,582188,0,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,582188,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,1,0,582188,0.5,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,582188,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,582189,1,,,,,,,,,,,,,,
Jeevan Mendis,0,1,0,0,582189,1,,,,,,,,,,,,,,
Lasith Malinga,0,0,1,0,582189,0,,,,,,,,,,,,,,
Angelo Mathews,1,0,2,0,582189,0.333333333,,,,,,,,,,,,,,
Upul Tharanga,1,0,1,0,582190,0.5,,,,,,,,,,,,,,
Nuwan Kulasekara,0,1,0,0,582190,1,,,,,,,,,,,,,,
Jeevan Mendis,0,1,0,0,582190,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,582190,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,582190,1,,,,,,,,,,,,,,
Dinesh Chandimal,2,1,0,0,573014,1,,,,,,,,,,,,,,
Jeevan Mendis,1,1,0,0,573014,1,,,,,,,,,,,,,,
Ajantha Mendis,1,0,0,0,573014,1,,,,,,,,,,,,,,
Jeevan Mendis,1,0,1,0,573015,0.5,,,,,,,,,,,,,,
Lahiru Thirimanne,2,0,0,0,573015,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,1,0,0,573015,1,,,,,,,,,,,,,,
Kusal Perera,4,0,0,0,573015,1,,,,,,,,,,,,,,
Shaminda Eranga,1,0,0,0,573016,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,573016,1,,,,,,,,,,,,,,
Kusal Perera,2,0,0,0,573016,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,573016,1,,,,,,,,,,,,,,
Jeevan Mendis,1,0,0,0,573016,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,573017,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,573017,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,573017,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,573017,1,,,,,,,,,,,,,,
Mahela Jayawardene,0,0,1,0,573018,0,,,,,,,,,,,,,,
