temp,wind,rain,humidity,cloud,pressure,viscosity
0.011541025,0.017311537,0,0.081748925,0.067322644,0.986757607,0.001923504
0.018062095,0.004515524,0,0.042445922,0.006321733,0.923876143,0.002709314
0.019503144,0.004875786,0,0.045832388,0.0068261,0.997585799,0.002925472
0.017869785,0.004467446,0,0.041993995,0.006254425,0.914039509,0.002680468
0.019199202,0.0047998,0,0.045118124,0.006719721,0.982039174,0.00287988
0.019364225,0.004841056,0,0.045505928,0.006777479,0.990480097,0.002904634
0.019378815,0.004844704,0,0.045540214,0.006782585,0.991226367,0.002906822
0.018879729,0.004719932,0,0.044367363,0.006607905,0.965698145,0.002831959
0.019564859,0.011738915,0,0.039129718,0.003912972,0.997807814,0.002934729
0.019545062,0.011727037,0,0.039090123,0.003909012,0.99679814,0.002931759
0.017968562,0.010781137,0,0.035937124,0.003593712,0.916396661,0.002695284
0.019462176,0.011677306,0,0.038924352,0.003892435,0.992570977,0.002919326
0.019433329,0.011659997,0,0.038866657,0.003886666,0.991099757,0.002914999
0.018957967,0.01137478,0,0.037915933,0.003791593,0.966856296,0.002843695
0.019586876,0.011752125,0,0.039173751,0.003917375,0.998930652,0.002938031
0.020860218,0.002720898,0,0.041720436,0.008162694,0.925105325,0.002720898
0.02247062,0.00293095,0,0.044941239,0.008792851,0.996523135,0.00293095
0.022147349,0.002888785,0,0.044294697,0.008666354,0.982186769,0.002888785
0.02126187,0.002773287,0,0.04252374,0.008319862,0.94291771,0.002773287
0.02237538,0.002918528,0,0.04475076,0.008755583,0.992299456,0.002918528
0.022342232,0.002914204,0,0.044684465,0.008742613,0.990829441,0.002914204
0.021796003,0.002842957,0,0.043592005,0.008528871,0.96660533,0.002842957
0.021821482,0.002727685,0.005455371,0.090013614,0.030913767,0.919229939,0.001818457
0.020297697,0.002537212,0.005074424,0.083728002,0.028755071,0.855040503,0.001691475
0.022214897,0.002776862,0.005553724,0.091636448,0.031471104,0.935802519,0.001851241
0.023521546,0.002940193,0.005880387,0.097026378,0.03332219,0.990845132,0.001960129
0.023528154,0.002941019,0.005882038,0.097053635,0.033331551,0.99112348,0.001960679
0.021841693,0.002730212,0.007280564,0.090096983,0.051874021,0.919171241,0.000910071
0.020351172,0.002543896,0.006783724,0.083948583,0.048334033,0.856445145,0.000847965
0.022832329,0.002854041,0.007610776,0.094183358,0.054226782,0.96086052,0.000951347
0.023533715,0.002941714,0.007844572,0.097076575,0.055892573,0.990377174,0.000980571
0.023581046,0.002947631,0.007860349,0.097271814,0.056004984,0.992369014,0.000982544
0.026580574,0.004922328,0.003937863,0.089586379,0.050207751,0.993325889,0.001968931
0.026520459,0.004911196,0.003928957,0.08938377,0.050094201,0.991079384,0.001964478
0.025019844,0.004633304,0.003706644,0.084326141,0.047259705,0.935000839,0.001853322
0.025889641,0.004794378,0.003835502,0.087257679,0.048902655,0.967505472,0.001917751
0.026409431,0.004890635,0.003912508,0.089009563,0.04988448,0.986930205,0.001956254
0.026595941,0.004925174,0.003940139,0.089638173,0.050236778,0.993900181,0.00197007
0.024572163,0.004550401,0.009100801,0.086457612,0.054604808,0.917360767,0.00091008
0.022868691,0.004234943,0.008469885,0.080463911,0.050819312,0.85376445,0.000846989
0.026522929,0.004911653,0.009823307,0.093321416,0.058939842,0.990189338,0.000982331
0.025021918,0.004633688,0.009267377,0.08804008,0.055604261,0.934151589,0.000926738
0.02651268,0.004909756,0.009819511,0.093285355,0.058917067,0.989806719,0.000981951
0.026598432,0.004925636,0.009851271,0.093587076,0.059107627,0.99300813,0.000985127
0.025708484,0.00476083,0.009521661,0.090455776,0.057129964,0.959783387,0.000952166
0.02293765,0.006796341,0.000849543,0.062866151,0.024636735,0.858038013,0.002548628
0.02461486,0.007293292,0.000911661,0.067462949,0.026438183,0.920778094,0.002734984
0.025104319,0.007438317,0.00092979,0.06880443,0.026963898,0.939087496,0.002789369
0.026192225,0.007760659,0.000970082,0.071786098,0.02813239,0.979783231,0.002910247
0.025917737,0.007679329,0.000959916,0.071033797,0.027837569,0.969515335,0.002879749
0.020310306,0.003385051,0.002538788,0.080394962,0.03977435,0.854725388,0.001692526
0.021820319,0.00363672,0.00272754,0.086372096,0.042731458,0.918271754,0.00181836
0.022218893,0.003703149,0.002777362,0.087949787,0.043512,0.935045101,0.001851574
0.023573442,0.003928907,0.00294668,0.09331154,0.046164657,0.992049003,0.001964453
0.023450394,0.003908399,0.002931299,0.092824477,0.045923689,0.986870761,0.0019542
0.02368386,0.002537556,0.009304374,0.075280841,0.055826242,0.854310673,0.000845852
0.025442784,0.002726013,0.009995379,0.080871705,0.059972276,0.91775755,0.000908671
0.025906992,0.002775749,0.010177747,0.082347225,0.061066482,0.934502218,0.00092525
0.025172637,0.002697068,0.00988925,0.080013024,0.059335501,0.908012972,0.000899023
0.019493711,0.005085316,0.002542658,0.080517504,0.03813987,0.854333094,0.001695105
0.020947941,0.00546468,0.00273234,0.086524105,0.040985102,0.918066295,0.00182156
0.021331966,0.005564861,0.00278243,0.088110295,0.041736455,0.934896603,0.001854954
0.020724503,0.005406392,0.002703196,0.085601207,0.04054794,0.908273855,0.001802131
0.022518995,0.00587452,0.00293726,0.09301324,0.044058903,0.986919431,0.001958173
0.010946317,0.010946317,0,0.047153367,0.037049074,0.860548945,0.002526073
0.011728453,0.011728453,0,0.050522568,0.039696303,0.922036858,0.002706566
0.011636982,0.011636982,0,0.050128538,0.039386708,0.914845819,0.002685457
0.012650291,0.012650291,0,0.054493563,0.042816371,0.994507529,0.002919298
0.012608703,0.012608703,0,0.054314411,0.042675609,0.991237999,0.002909701
0.012257126,0.012257126,0,0.052799926,0.041485656,0.963598645,0.002828567
0.012606125,0.012606125,0,0.06471144,0.039499191,0.859737703,0.002521225
0.013505165,0.013505165,0,0.069326514,0.042316184,0.921052263,0.002701033
0.013397919,0.013397919,0,0.068775984,0.041980146,0.913738069,0.002679584
0.014562275,0.014562275,0,0.07475301,0.04562846,0.993147128,0.002912455
0.014514391,0.014514391,0,0.074507205,0.045478424,0.989881443,0.002902878
0.016831849,0.012623886,0,0.074901727,0.056386693,0.857582689,0.002524777
0.019465809,0.014599356,0,0.086622848,0.065210459,0.991782945,0.002919871
0.017892548,0.013419411,0,0.079621841,0.059940037,0.911625345,0.002683882
0.019325306,0.014493979,0,0.085997611,0.064739774,0.98462433,0.002898796
0.019387026,0.014540269,0,0.086272264,0.064946536,0.987768955,0.002908054
0.027218742,0.007655271,0,0.051035141,0.016161128,0.859942123,0.002551757
0.02919381,0.008210759,0,0.054738393,0.017333824,0.922341922,0.00273692
0.029762641,0.008370743,0,0.055804953,0.017671568,0.940313453,0.002790248
0.031472693,0.008851695,0,0.0590113,0.018686912,0.994340399,0.002950565
0.03104043,0.008730121,0,0.058200806,0.018430255,0.980683589,0.00291004
0.031571414,0.00887946,0,0.059196402,0.018745527,0.99745937,0.00295982
0.030520193,0.008583804,0,0.057225361,0.018121364,0.964247334,0.002861268
0.022020652,0.01863286,0,0.067755853,0.082153972,0.856264591,0
0.023603389,0.019972098,0,0.072625812,0.088058798,0.917808705,0
0.024058652,0.020357321,0,0.074026623,0.08975728,0.935511446,0
0.025425668,0.021514027,0,0.078232826,0.094857301,0.988667334,0
0.024664543,0.020869998,0,0.075890902,0.092017719,0.959071277,0
0.024835798,0.021014906,0,0.07641784,0.092656631,0.965730448,0
0.026641929,0.018748024,0.000986738,0.076965572,0.038482786,0.993645268,0.002960214
0.024458533,0.01721156,0.000905872,0.070657984,0.035328992,0.91221269,0.002717615
0.025160605,0.017705611,0.000931874,0.072686192,0.036343096,0.93839738,0.002795623
0.026245255,0.018468883,0.000972046,0.075819626,0.037909813,0.978850815,0.002916139
0.026696145,0.018786176,0.000988746,0.077122196,0.038561098,0.995667328,0.002966238
0.025803585,0.018158079,0.000955688,0.074543691,0.037271846,0.962378165,0.002867065
0.025985451,0.018286058,0.000962424,0.07506908,0.03753454,0.969161072,0.002887272
0.022730743,0.009092297,0,0.080921446,0.021821514,0.921049718,0.002727689
0.02252515,0.00901006,0,0.080189535,0.021624144,0.91271909,0.002703018
0.024157687,0.009663075,0,0.086001367,0.02319138,0.978869491,0.002898922
0.024501919,0.009800767,0,0.08722683,0.023521842,0.992817742,0.00294023
0.023666055,0.009466422,0,0.084251157,0.022719413,0.958948558,0.002839927
0.024568299,0.00982732,0,0.087463146,0.023585567,0.995507491,0.002948196
0.026489509,0.008220882,0,0.053892449,0.018268627,0.920738796,0.002740294
0.026199594,0.008130908,0,0.053302622,0.018068685,0.910661743,0.002710303
0.026961283,0.008367295,0,0.054852265,0.018593988,0.937137005,0.002789098
0.028609016,0.00887866,0,0.058204549,0.019730356,0.994409923,0.002959553
0.027919234,0.00866459,0,0.056801201,0.019254644,0.970434073,0.002888197
0.027701979,0.008597166,0,0.056359199,0.019104813,0.962882585,0.002865722
0.024684247,0.0178748,0.004255905,0.055326761,0.028088971,0.857990378,0.001702362
0.0265035,0.01919219,0.004569569,0.059404397,0.030159155,0.92122511,0.001827828
0.027000983,0.019552436,0.004655342,0.060519444,0.030725256,0.938516914,0.001862137
0.028176997,0.020404032,0.004858103,0.063155338,0.032063479,0.979393544,0.001943241
0.028590051,0.02070314,0.004929319,0.064081149,0.032533506,0.993750741,0.001971728
0.028674676,0.02076442,0.00494391,0.064270824,0.032629803,0.99669217,0.001977564
0.01612325,0.000848592,0,0.078070476,0,0.857926641,0.002545776
0.017297115,0.000910374,0,0.083754451,0,0.920388587,0.002731123
0.017142179,0.00090222,0,0.083004236,0,0.912144381,0.00270666
0.018662285,0.000982226,0,0.090364748,0,0.993030001,0.002946677
0.017640921,0.00092847,0,0.085419195,0,0.938682674,0.002785409
0.018096527,0.000952449,0,0.087625291,0,0.96292575,0.002857346
0.026424293,0.005114379,0,0.057962965,0,0.858363325,0.00255719
0.028330049,0.005483235,0,0.062143334,0,0.920269669,0.002741618
0.028932817,0.0055999,0,0.063465533,0,0.939849879,0.00279995
0.0301849,0.005842239,0,0.066212039,0,0.980522399,0.002921119
0.029657383,0.005740139,0,0.065054906,0,0.963386615,0.002870069
0.030613831,0.005925258,0,0.06715292,0,0.994455748,0.002962629
0.024636552,0.012743044,0,0.061166612,0.008495363,0.857182103,0.002548609
0.027658875,0.014306315,0,0.068670311,0.009537543,0.962338103,0.002861263
0.02695596,0.013942738,0,0.066925143,0.009295159,0.937881516,0.002788548
0.027868364,0.014414671,0,0.06919042,0.009609781,0.969626857,0.002882934
0.02814212,0.014556269,0,0.069870091,0.009704179,0.979151696,0.002911254
0.028567036,0.014776053,0,0.070925054,0.009850702,0.993935833,0.002955211
0.025517481,0.013609323,0.000850583,0.057839623,0.011908158,0.857387349,0.002551748
0.028849027,0.015386148,0.000961634,0.065391129,0.013462879,0.969327322,0.002884903
0.027924661,0.014893153,0.000930822,0.063295899,0.013031509,0.93826862,0.002792466
0.029155492,0.015549595,0.00097185,0.066085781,0.013605896,0.979624515,0.002915549
0.029586736,0.015779593,0.000986225,0.067063269,0.013807144,0.99411434,0.002958674
0.028644107,0.015276857,0.000954804,0.064926642,0.01336725,0.96244199,0.002864411
0.022875073,0.00508335,0.000847225,0.072861343,0.011861149,0.856544394,0.002541675
0.02454504,0.005454453,0.000909076,0.078180497,0.012727058,0.919075373,0.002727227
0.024305679,0.005401262,0.00090021,0.077418087,0.012602944,0.910112629,0.002700631
0.026397632,0.00586614,0.00097769,0.084081347,0.013687661,0.98844467,0.00293307
0.025700275,0.005711172,0.000951862,0.081860136,0.013326069,0.962332529,0.002855586
0.026507516,0.005890559,0.00098176,0.084431347,0.013744638,0.992559209,0.00294528
0.018563067,0.011812861,0,0.069189612,0.081846249,0.855588619,0.002531327
0.019910524,0.012670334,0,0.074211954,0.087787311,0.917694159,0.002715071
0.020682606,0.013161658,0,0.077089712,0.091191489,0.953280102,0.002820355
0.021513573,0.013690456,0,0.080186954,0.094855299,0.991580141,0.002933669
0.021393261,0.013613893,0,0.079738516,0.09432483,0.986034825,0.002917263
0.021345744,0.013583655,0,0.079561409,0.094115325,0.983844737,0.002910783
0.015975267,0.009397216,0,0.062021625,0.038528585,0.964154345,0.002819165
0.015298086,0.008998874,0,0.059392569,0.036895384,0.923284485,0.002699662
0.014277455,0.008398503,0,0.055430119,0.034433862,0.861686391,0.002519551
0.015889036,0.009346492,0,0.061686844,0.038320615,0.958950031,0.002803947
0.016422455,0.009660268,0,0.063757766,0.039607097,0.991143455,0.00289808
0.016385265,0.009638391,0,0.06361338,0.039517403,0.988898907,0.002891517
0.01559334,0.009172553,0,0.060538848,0.037607466,0.941103912,0.002751766
0.01937344,0.005535268,0.000922545,0.058120319,0.061810498,0.939150554,0.002767634
0.017724451,0.005064129,0.000844021,0.053173353,0.056549438,0.859213856,0.002532064
0.018990976,0.005425993,0.000904332,0.056972927,0.060590255,0.920610147,0.002712997
0.019746352,0.005641815,0.000940302,0.059239056,0.063000266,0.957227924,0.002820907
0.020372088,0.005820597,0.000970099,0.061116265,0.064996663,0.987561236,0.002910298
0.020417005,0.00583343,0.000972238,0.061251015,0.065139969,0.989738627,0.002916715
0.020539773,0.005868507,0.000978084,0.061619319,0.065531657,0.995689956,0.002934253
0.013732801,0.010986241,0,0.071410564,0.076903685,0.917351095,0.00274656
0.012787667,0.010230134,0,0.06649587,0.071610937,0.854216176,0.002557533
0.014280247,0.011424198,0,0.074257284,0.079969383,0.953920492,0.002856049
0.014005423,0.011204339,0,0.072828202,0.078430371,0.935562284,0.002801085
0.014779559,0.011823647,0,0.076853706,0.082765529,0.987274528,0.002955912
0.01436231,0.011489848,0,0.07468401,0.080428934,0.959402288,0.002872462
0.014746016,0.011796813,0,0.076679283,0.082577689,0.985033861,0.002949203
0.017186848,0.019096498,0,0.063018442,0.006683774,0.963418303,0.002864475
0.016436619,0.01826291,0,0.060267602,0.006392018,0.921363798,0.002739436
0.015309564,0.017010626,0,0.056135067,0.005953719,0.858186102,0.002551594
0.017748361,0.019720401,0,0.065077325,0.00690214,0.994894252,0.00295806
0.017687389,0.019652655,0,0.064853761,0.006878429,0.991476434,0.002947898
0.017645476,0.019606084,0,0.064700078,0.00686213,0.989126956,0.002940913
0.014337954,0.007590681,0,0.063255678,0.018554999,0.861964042,0.002530227
0.016544907,0.008759068,0,0.072992235,0.021411056,0.994640851,0.002919689
0.015218505,0.008056856,0,0.067140465,0.019694536,0.914900736,0.002685619
0.016312208,0.008635875,0,0.071965622,0.021109916,0.980651536,0.002878625
0.016464467,0.008716483,0,0.072637356,0.021306958,0.98980504,0.002905494
0.021862876,0.010020485,0,0.073787205,0.016397157,0.919151732,0.002732859
0.02277095,0.010436685,0,0.076851956,0.017078212,0.957328687,0.002846369
0.023288503,0.010673897,0,0.078598696,0.017466377,0.97908746,0.002911063
0.023557655,0.010797259,0,0.079507087,0.017668241,0.99040309,0.002944707
0.02345552,0.010750447,0,0.07916238,0.01759164,0.986109149,0.00293194
0.022866507,0.010480482,0,0.077174462,0.01714988,0.961346073,0.002858313
0.022871415,0.020330147,0,0.069461335,0.039813204,0.855560346,0.002541268
0.024553621,0.021825441,0,0.074570255,0.042741488,0.918487292,0.00272818
0.0250586,0.022274311,0,0.076103895,0.043620525,0.937377241,0.002784289
0.025853632,0.022981006,0,0.078518438,0.045004471,0.967117345,0.002872626
0.026139303,0.023234936,0,0.079386032,0.04550175,0.977803566,0.002904367
0.026353842,0.023425638,0,0.080037595,0.045875207,0.985828917,0.002928205
0.02556526,0.022724675,0,0.07764264,0.044502489,0.956330082,0.002840584
0.022023891,0.021176818,0,0.07115411,0.0372712,0.855543464,0.002541218
0.02364369,0.022734317,0,0.076387305,0.040012398,0.918466404,0.002728118
0.025555201,0.024572308,0,0.082562956,0.043247263,0.992721255,0.002948677
0.024617791,0.023670953,0,0.079534402,0.041660877,0.956306504,0.002840514
0.025377109,0.024401067,0,0.081987584,0.042945877,0.98580309,0.002928128
0.025170532,0.024202435,0,0.081320181,0.042596285,0.977778364,0.002904292
0.022892733,0.009326669,0.001695758,0.069526079,0.022892733,0.855509923,0.002543637
0.026176128,0.010664349,0.001938972,0.079497871,0.026176128,0.978211613,0.002908459
0.025702532,0.010471402,0.001903891,0.078059543,0.025702532,0.960513154,0.002855837
0.024592756,0.010019271,0.001821686,0.074689111,0.024592756,0.919040399,0.002732528
0.026585333,0.010831061,0.001969284,0.08074064,0.026585333,0.993503723,0.002953926
0.026306089,0.010717295,0.001948599,0.079892566,0.026306089,0.983068286,0.002922899
0.0237535,0.015270107,0.004241696,0.061080428,0.042416964,0.855125998,0.001696679
0.027590164,0.017736534,0.004926815,0.070946136,0.04926815,0.993245909,0.001970726
0.027299948,0.017549967,0.004874991,0.070199867,0.048749907,0.982798135,0.001949996
0.026017943,0.016725821,0.004646061,0.066903283,0.046460613,0.936645964,0.001858425
0.027382562,0.017603075,0.004889743,0.070412302,0.048897432,0.985772228,0.001955897
0.027164886,0.017463141,0.004850872,0.069852563,0.048508724,0.977935883,0.001940349
0.021982769,0.012682366,0,0.040583573,0,0.859018956,0.002536473
0.024542832,0.014159326,0,0.045309843,0,0.959058343,0.002831865
0.025473234,0.014696097,0,0.04702751,0,0.995415619,0.002939219
0.025184191,0.014529341,0,0.04649389,0,0.984120676,0.002905868
0.025538378,0.014733679,0,0.047147774,0,0.997961216,0.002946736
0.021989922,0.010994961,0,0.049900208,0,0.85845273,0.002537299
0.023374491,0.011687246,0,0.053042115,0,0.912504178,0.002697057
0.025484367,0.012742184,0,0.05782991,0,0.994870484,0.002940504
0.025194948,0.012597474,0,0.057173152,0,0.983572024,0.002907109
0.024635381,0.01231769,0,0.055903364,0,0.961727365,0.002842544
0.025347947,0.012673973,0,0.057520341,0,0.989544847,0.002924763
0.023716147,0.010164063,0,0.049126305,0,0.858016327,0.002541016
0.025214208,0.010806089,0,0.052229431,0,0.912214025,0.002701522
0.027498743,0.011785176,0,0.056961682,0,0.994865238,0.002946294
0.026579218,0.011391093,0,0.055056951,0,0.961598126,0.002847773
0.027185238,0.011650816,0,0.056312278,0,0.983523059,0.002912704
0.027350964,0.011721842,0,0.056655568,0,0.989518805,0.00293046
0.025413063,0.009318123,0,0.038966696,0,0.858114412,0.002541306
0.027028859,0.009910582,0,0.041444251,0,0.912674486,0.002702886
0.029493272,0.0108142,0,0.045223018,0,0.9958895,0.002949327
0.029328236,0.010753687,0,0.044969962,0,0.990316779,0.002932824
0.029141202,0.010685107,0,0.044683176,0,0.984001253,0.00291412
0.028499048,0.010449651,0,0.04369854,0,0.962317858,0.002849905
0.021124059,0.021969021,0.002534887,0.060837289,0.018589172,0.857636788,0.001689925
0.022455355,0.023353569,0.002694643,0.064671422,0.019760712,0.911687407,0.001796428
0.02420203,0.025170112,0.002904244,0.069701848,0.021297787,0.982602435,0.001936162
0.02448379,0.025463142,0.002938055,0.070513316,0.021545736,0.994041888,0.001958703
0.023117297,0.024041989,0.002774076,0.066577816,0.020343222,0.938562272,0.001849384
0.024349402,0.025323378,0.002921928,0.070126278,0.021427474,0.988585729,0.001947952
0.023662493,0.024608993,0.002839499,0.06814798,0.020822994,0.960697223,0.001892999
0.022135788,0.011919271,0,0.034055059,0,0.859038852,0.002554129
0.023715019,0.012769625,0,0.036484644,0,0.920325145,0.002736348
0.025667262,0.013820834,0,0.039488096,0,0.996087215,0.002961607
0.024153426,0.013005691,0,0.037159117,0,0.937338721,0.002786934
0.025715057,0.013846569,0,0.039561626,0,0.99794202,0.002967122
0.024799134,0.01335338,0,0.038152514,0,0.962397167,0.002861439
0.025298697,0.013622375,0,0.038921072,0,0.981784053,0.00291908
0.01938313,0.016012151,0,0.066576836,0.047193707,0.858756916,0.002528234
0.020738973,0.017132195,0,0.071233864,0.050494891,0.918826675,0.002705083
0.021113055,0.017441219,0,0.072518753,0.051405698,0.935400116,0.002753877
0.022406357,0.0185096,0,0.076960967,0.054554609,0.992699054,0.002922568
0.021659794,0.017892874,0,0.074396685,0.052736891,0.959623065,0.002825191
0.022443833,0.018540558,0,0.077089688,0.054645855,0.9943594,0.002927457
0.021865741,0.018063003,0,0.075104065,0.053238325,0.968747374,0.002852053
0.021273098,0.006807391,0,0.029782337,0.00425462,0.859433166,0.002552772
0.022791529,0.007293289,0,0.03190814,0.004558306,0.920777755,0.002734983
0.024667057,0.007893458,0,0.034533879,0.004933411,0.996549087,0.002960047
0.024060125,0.00769924,0,0.033684175,0.004812025,0.972029042,0.002887215
0.023828413,0.007625092,0,0.033359778,0.004765683,0.962667867,0.00285941
0.024709706,0.007907106,0,0.034593588,0.004941941,0.998272114,0.002965165
0.023209925,0.007427176,0,0.032493895,0.004641985,0.937680983,0.002785191
0.025577506,0.012788753,0,0.032398175,0.034103342,0.857699051,0.002557751
0.027414951,0.013707476,0,0.034725605,0.036553268,0.919314698,0.002741495
0.029217786,0.014608893,0,0.037009196,0.038957048,0.979769769,0.002921779
0.027231473,0.013615736,0,0.034493199,0.03630863,0.913162054,0.002723147
0.027923028,0.013961514,0,0.035369169,0.037230704,0.936352207,0.002792303
0.028666378,0.014333189,0,0.036310746,0.038221837,0.961279211,0.002866638
0.028950731,0.014475366,0,0.036670926,0.038600975,0.970814523,0.002895073
0.023699264,0.004557551,0,0.051956078,0.010938122,0.919713739,0.00273453
0.022118911,0.004253637,0,0.04849146,0.010208728,0.85838391,0.002552182
0.024137215,0.004641772,0,0.052916203,0.011140253,0.936709631,0.002785063
0.023536329,0.004526217,0,0.051598875,0.010862921,0.913390613,0.00271573
0.025251589,0.004856075,0,0.055359253,0.01165458,0.979955908,0.002913645
0.024780937,0.004765565,0,0.054327439,0.011437356,0.961690982,0.002859339
0.025018464,0.004811243,0,0.054848171,0.011546983,0.97090885,0.002886746
0.021199229,0.017807353,0,0.039854551,0.005935784,0.858144806,0.002543908
0.022751168,0.019110981,0,0.042772196,0.006370327,0.920967277,0.00273014
0.024587586,0.020653572,0,0.046224661,0.006884524,0.995305468,0.00295051
0.02320174,0.019489462,0,0.043619272,0.006496487,0.939206444,0.002784209
0.02253683,0.018930937,0,0.042369241,0.006310312,0.912290891,0.00270442
0.023766423,0.019963795,0,0.044680876,0.006654598,0.962064811,0.002851971
0.032313659,0.010204313,0,0.01530647,0.005102157,0.85886305,0.002551078
0.034663486,0.010946364,0,0.016419546,0.005473182,0.921318967,0.002736591
0.035417223,0.011184386,0,0.016776579,0.005592193,0.941352504,0.002796097
0.037491131,0.011839305,0,0.017758957,0.005919652,0.996474799,0.002959826
0.036922632,0.011659779,0,0.017489668,0.005829889,0.981364704,0.002914945
0.036188905,0.011428075,0,0.017142113,0.005714038,0.961862995,0.002857019
0.022045074,0.008478874,0,0.035611273,0.025436623,0.858062096,0.002543662
0.023656325,0.009098586,0,0.038214063,0.027295759,0.920776943,0.002729576
0.02412739,0.009279765,0,0.038975015,0.027839296,0.939112256,0.00278393
0.023436833,0.009014166,0,0.037859499,0.027042499,0.912233638,0.00270425
0.024946766,0.00959491,0,0.040298622,0.02878473,0.971004898,0.002878473
0.025200064,0.009692332,0,0.040707795,0.029076997,0.980864021,0.0029077
0.02200073,0.013538911,0,0.049924733,0.023693094,0.858874652,0.002538546
0.023587292,0.014515256,0,0.053525008,0.025401699,0.920811581,0.002721611
0.025448774,0.015660784,0,0.057749141,0.027406372,0.993480987,0.002936397
0.024087044,0.014822796,0,0.05465906,0.025939893,0.940321123,0.002779274
0.023409328,0.01440574,0,0.053121168,0.025210046,0.913864156,0.002701076
0.024861293,0.015299257,0,0.056416011,0.0267737,0.970546632,0.002868611
0.021218386,0.000848735,0.002546206,0.075537455,0.014428503,0.855525328,0.001697471
0.022777473,0.000911099,0.002733297,0.081087805,0.015488682,0.91838772,0.001822198
0.024591812,0.000983672,0.002951017,0.08754685,0.016722432,0.991541848,0.001967345
0.023227074,0.000929083,0.002787249,0.082688382,0.01579441,0.936515609,0.001858166
0.022560483,0.000902419,0.002707258,0.080315318,0.015341128,0.909638663,0.001804839
0.02401485,0.000960594,0.002881782,0.085492866,0.016330098,0.968278757,0.001921188
0.018583467,0.006757624,0,0.048992776,0,0.859907683,0.002534109
0.019916704,0.007242438,0,0.052507673,0,0.921600199,0.002715914
0.021482223,0.007811717,0,0.056634951,0,0.994041032,0.002929394
0.020970942,0.007625797,0,0.055287028,0,0.970382657,0.002859674
0.020339505,0.007396184,0,0.053622332,0,0.941164385,0.002773569
0.019763744,0.007186816,0,0.052104417,0,0.914522355,0.002695056
0.010111797,0.011797096,0,0.063198731,0.016010345,0.858660088,0.002527949
0.010842719,0.012649838,0,0.067766992,0.017167638,0.920727529,0.00271068
0.011694709,0.013643827,0,0.073091929,0.018516622,0.993075674,0.002923677
0.010738564,0.012528324,0,0.067116024,0.017002726,0.911883047,0.002684641
